policy_id,product_type,region,sum_insured,annual_premium,start_date,end_date,earned_premium,status
POL-45980,Motor,North,1365041.57,2398.01,2023-02-03,2024-02-03,2181.2,Active
POL-45981,Liability,West,3180211.51,1323.48,2023-03-16,2024-03-15,1055.16,Active
POL-45982,Motor,East,874183.17,4963.22,2022-12-02,2023-12-02,4568.88,Active
POL-45983,Motor,South,1474497.26,1018.52,2022-06-06,2023-06-06,438.1,Active
POL-45984,Liability,West,3587169.32,565.1,2023-01-09,2024-01-09,552.71,Active
POL-45985,Property,Central,9607675.92,2080.51,2023-05-09,2024-05-08,1350.91,Active
POL-45986,Motor,West,732375.72,1649.55,2022-12-02,2023-12-02,1518.49,Lapsed
POL-45987,Property,West,2519035.75,1314.45,2022-07-30,2023-07-30,759.86,Lapsed
POL-45988,Motor,South,966661.23,3019.99,2023-02-28,2024-02-28,2540.1,Active
POL-45989,Motor,Central,517506.68,1339.74,2023-03-13,2024-03-12,1079.14,Active
POL-45990,Motor,North,384103.3,1461.18,2022-08-21,2023-08-21,932.75,Active
POL-45991,Liability,West,4922015.16,2477.04,2022-07-26,2023-07-26,1404.79,Active
POL-45992,Liability,Central,2513458.51,2151.79,2023-05-15,2024-05-14,1361.82,Active
POL-45993,Liability,West,1737450.22,2684.16,2022-07-21,2023-07-21,1485.48,Active
POL-45994,Motor,South,380076.2,3440.66,2022-09-27,2023-09-27,2545.15,Active
POL-45995,Property,East,15486851.29,2384.43,2022-07-31,2023-07-31,1384.93,Lapsed
POL-45996,Motor,Central,1396753.98,2313.32,2022-10-04,2023-10-04,1755.58,Active
POL-45997,Motor,North,255575.23,1089.0,2022-12-20,2023-12-20,1056.18,Active
POL-45998,Property,South,18754010.77,2399.17,2022-05-07,2023-05-07,834.78,Active
POL-45999,Motor,North,801487.48,921.8,2022-07-26,2023-07-26,522.77,Active
POL-46000,Motor,West,1302331.78,1616.15,2022-04-22,2023-04-22,495.91,Active
POL-46001,Property,North,17510406.0,2321.04,2022-07-21,2023-07-21,1284.52,Active
POL-46002,Property,South,5888241.2,1734.79,2023-04-13,2024-04-12,1250.0,Active
POL-46003,Motor,Central,1399068.24,987.44,2022-12-09,2023-12-09,927.93,Active
POL-46004,Property,West,6130893.48,629.62,2022-04-25,2023-04-25,198.37,Active
POL-46005,Liability,East,3779615.03,1197.56,2023-06-18,2024-06-17,646.35,Active
POL-46006,Motor,North,1072502.64,2148.22,2022-06-27,2023-06-27,1047.63,Active
POL-46007,Property,North,4258131.81,3094.39,2022-09-19,2023-09-19,2221.18,Active
POL-46008,Motor,North,1351863.24,1522.96,2023-01-02,2024-01-02,1518.79,Active
POL-46009,Motor,North,324432.26,2549.47,2023-01-29,2024-01-29,2353.9,Active
POL-46010,Motor,South,1402994.16,3284.18,2022-08-29,2023-08-29,2168.46,Lapsed
POL-46011,Motor,East,998463.24,3581.85,2022-02-02,2023-02-02,323.84,Active
POL-46012,Property,South,16407754.64,1116.2,2023-04-16,2024-04-15,795.1,Active
POL-46013,Motor,North,1112114.36,1354.69,2022-04-25,2023-04-25,426.82,Active
POL-46014,Motor,Central,1250603.73,2918.91,2023-04-13,2024-04-12,2103.21,Active
POL-46015,Motor,Central,835443.67,1531.28,2022-03-18,2023-03-18,323.04,Active
POL-46016,Property,South,10472419.29,2694.48,2023-06-03,2024-06-02,1565.01,Active
POL-46017,Motor,Central,1303824.31,1316.08,2023-02-18,2024-02-18,1143.0,Cancelled
POL-46018,Motor,Central,722369.02,1142.99,2022-12-29,2023-12-29,1136.72,Cancelled
POL-46019,Liability,South,1349791.07,1337.14,2023-01-09,2024-01-09,1307.83,Active
POL-46020,Motor,West,870070.79,803.09,2022-03-20,2023-03-20,173.82,Active
POL-46021,Property,Central,8888911.44,5140.16,2022-08-22,2023-08-22,3295.33,Active
POL-46022,Motor,West,456884.16,1768.02,2022-10-25,2023-10-25,1443.48,Active
POL-46023,Motor,South,1094084.23,977.27,2022-04-18,2023-04-18,289.17,Active
POL-46024,Motor,East,615683.93,711.94,2022-02-22,2023-02-22,103.38,Active
POL-46025,Liability,East,1506539.94,965.06,2023-04-05,2024-04-04,716.52,Active
POL-46026,Property,South,2759979.11,1626.93,2022-09-26,2023-09-26,1199.03,Active
POL-46027,Motor,West,573518.0,1668.95,2022-02-15,2023-02-15,210.33,Active
POL-46028,Property,North,16491109.59,1780.81,2022-02-26,2023-02-26,278.1,Active
POL-46029,Property,North,10482702.03,1212.43,2023-06-24,2024-06-23,634.45,Active
POL-46030,Motor,North,275733.76,1144.67,2022-12-07,2023-12-07,1069.41,Cancelled
POL-46031,Motor,Central,1370848.91,2316.92,2022-03-26,2023-03-26,539.56,Lapsed
POL-46032,Motor,North,286053.41,2871.01,2022-10-14,2023-10-14,2257.48,Active
POL-46033,Motor,Central,1147995.94,1336.0,2023-04-21,2024-04-20,933.37,Active
POL-46034,Property,Central,7085639.87,4017.71,2022-06-05,2023-06-05,1717.16,Active
POL-46035,Property,East,16993474.98,2618.17,2022-07-20,2023-07-20,1441.79,Active
POL-46036,Property,North,9550557.61,1991.44,2023-03-03,2024-03-02,1658.62,Active
POL-46037,Property,West,1736514.42,1483.59,2022-07-06,2023-07-06,760.09,Active
POL-46038,Property,East,19791893.86,4842.85,2022-04-21,2023-04-21,1472.76,Active
POL-46039,Property,West,18599667.49,3338.36,2022-09-10,2023-09-10,2313.98,Active
POL-46040,Liability,East,2887747.9,2838.93,2022-08-27,2023-08-27,1858.92,Active
POL-46041,Property,South,11938194.15,1816.88,2022-05-06,2023-05-06,627.2,Active
POL-46042,Property,Central,18644343.59,2510.2,2022-07-27,2023-07-27,1430.47,Active
POL-46043,Property,West,12427931.63,1420.28,2022-11-22,2023-11-22,1268.52,Active
POL-46044,Motor,West,252847.84,1762.03,2022-08-31,2023-08-31,1173.07,Active
POL-46045,Motor,East,1333106.38,2874.39,2022-06-27,2023-06-27,1401.76,Active
POL-46046,Property,North,16685409.32,1361.01,2022-03-16,2023-03-16,279.66,Lapsed
POL-46047,Motor,East,538268.78,2176.44,2022-10-26,2023-10-26,1782.89,Active
POL-46048,Motor,East,975435.39,1142.23,2022-04-29,2023-04-29,372.4,Active
POL-46049,Motor,South,1438283.87,641.0,2023-02-25,2024-02-25,544.41,Active
POL-46050,Motor,East,552760.98,1164.69,2022-11-03,2023-11-03,979.62,Cancelled
POL-46051,Motor,Central,609568.75,1062.35,2022-10-21,2023-10-21,855.7,Active
POL-46052,Motor,Central,1427371.57,3611.76,2022-01-22,2023-01-22,217.69,Active
POL-46053,Property,Central,18560573.67,937.27,2022-01-28,2023-01-28,71.9,Active
POL-46054,Property,East,2776154.91,1573.17,2022-08-08,2023-08-08,948.21,Active
POL-46055,Motor,West,1030621.94,2423.27,2023-02-22,2024-02-22,2078.04,Active
POL-46056,Motor,South,479689.59,1232.98,2022-02-28,2023-02-28,199.3,Cancelled
POL-46057,Motor,North,299041.84,2670.99,2023-03-03,2024-03-02,2224.61,Active
POL-46058,Motor,West,1093559.72,630.76,2022-11-05,2023-11-05,533.98,Active
POL-46059,Property,Central,12591668.76,584.22,2022-08-23,2023-08-23,376.14,Active
POL-46060,Property,West,6222888.37,2561.12,2022-12-08,2023-12-08,2399.73,Active
POL-46061,Motor,Central,1418545.19,1982.51,2022-01-27,2023-01-27,146.65,Active
POL-46062,Motor,East,337291.72,1559.15,2022-04-17,2023-04-17,457.07,Active
POL-46063,Liability,South,2182653.93,1282.3,2022-12-21,2023-12-21,1247.17,Active
POL-46064,Liability,Central,4962275.04,2387.99,2022-03-17,2023-03-17,497.23,Active
POL-46065,Property,East,16637500.25,1756.15,2022-08-17,2023-08-17,1101.81,Active
POL-46066,Motor,South,266926.26,1197.33,2023-04-03,2024-04-02,895.54,Active
POL-46067,Motor,North,341209.75,1304.74,2022-03-03,2023-03-03,221.63,Lapsed
POL-46068,Motor,South,918410.01,571.19,2022-02-01,2023-02-01,50.08,Lapsed
POL-46069,Motor,North,367714.78,932.03,2022-10-27,2023-10-27,766.05,Active
POL-46070,Property,Central,11269805.73,2774.89,2022-09-10,2023-09-10,1923.41,Lapsed
POL-46071,Motor,North,1384794.8,3103.56,2022-11-20,2023-11-20,2754.94,Active
POL-46072,Liability,North,3104899.43,2202.78,2023-06-20,2024-06-19,1176.83,Active
POL-46073,Property,West,4937310.55,3777.4,2022-05-09,2023-05-09,1335.03,Active
POL-46074,Liability,Central,1897926.02,933.32,2022-12-02,2023-12-02,859.16,Lapsed
POL-46075,Liability,North,2900712.79,2676.48,2022-07-29,2023-07-29,1539.9,Active
POL-46076,Motor,North,883174.37,3124.93,2022-12-28,2023-12-28,3099.24,Active
POL-46077,Property,South,13836915.0,854.84,2022-04-14,2023-04-14,243.57,Active
POL-46078,Property,East,13364137.19,5805.49,2022-06-04,2023-06-04,2465.34,Active
POL-46079,Motor,North,1365464.41,2621.27,2022-04-21,2023-04-21,797.15,Lapsed
POL-46080,Motor,North,1084699.82,1374.99,2022-09-26,2023-09-26,1013.35,Active
POL-46081,Motor,North,1257826.51,963.68,2022-04-10,2023-04-10,264.02,Lapsed
POL-46082,Motor,Central,259588.74,2534.57,2022-01-18,2023-01-18,124.99,Active
POL-46083,Property,West,16747221.67,1635.17,2023-01-10,2024-01-10,1594.85,Active
POL-46084,Motor,Central,224466.58,1101.3,2022-09-24,2023-09-24,805.61,Active
POL-46085,Motor,West,1076853.62,2362.86,2023-01-22,2024-01-22,2226.92,Active
POL-46086,Property,Central,3887868.49,2042.94,2022-04-03,2023-04-03,520.53,Active
POL-46087,Property,South,3869063.32,1106.37,2023-06-05,2024-06-04,636.54,Active
POL-46088,Motor,West,853087.88,1475.18,2022-06-28,2023-06-28,723.45,Active
POL-46089,Property,Central,4118943.63,3023.24,2022-06-29,2023-06-29,1490.91,Active
POL-46090,Liability,East,1387923.4,1775.39,2022-11-17,2023-11-17,1561.37,Active
POL-46091,Motor,West,474371.35,1305.66,2022-01-20,2023-01-20,71.54,Cancelled
POL-46092,Motor,Central,695287.88,5457.06,2023-03-07,2024-03-06,4485.25,Active
POL-46093,Motor,West,1401783.46,573.57,2022-02-15,2023-02-15,72.29,Active
POL-46094,Property,North,2826639.48,2498.92,2023-05-22,2024-05-21,1533.58,Active
POL-46095,Liability,West,1217830.3,2488.22,2022-09-20,2023-09-20,1792.88,Active
POL-46096,Motor,North,1277412.91,1617.41,2022-05-18,2023-05-18,611.51,Active
POL-46097,Property,Central,8505588.01,800.23,2023-05-18,2024-05-17,499.87,Active
POL-46098,Motor,Central,904661.38,1042.25,2022-03-27,2023-03-27,245.57,Active
POL-46099,Property,South,17923131.55,3907.33,2022-09-19,2023-09-19,2804.71,Active
POL-46100,Motor,West,685090.05,638.16,2023-03-13,2024-03-12,514.02,Lapsed
POL-46101,Motor,Central,449869.92,1756.32,2022-01-22,2023-01-22,105.86,Active
POL-46102,Liability,South,986382.72,1303.52,2022-05-02,2023-05-02,435.7,Lapsed
POL-46103,Property,West,10419037.88,755.38,2023-02-03,2024-02-03,687.08,Active
POL-46104,Motor,South,1118868.48,3064.89,2022-07-17,2023-07-17,1662.6,Active
POL-46105,Property,East,1917315.99,3959.17,2023-06-13,2024-06-12,2191.1,Active
POL-46106,Motor,Central,363402.54,1415.61,2023-01-05,2024-01-05,1400.1,Active
POL-46107,Liability,East,4664810.11,1124.56,2022-09-03,2023-09-03,757.92,Active
POL-46108,Motor,North,382248.13,1270.07,2023-03-18,2024-03-17,1005.62,Active
POL-46109,Motor,East,1218171.57,1605.49,2023-04-18,2024-04-17,1134.84,Active
POL-46110,Motor,South,804254.88,4318.93,2022-12-05,2023-12-05,4011.28,Active
POL-46111,Motor,Central,1058035.81,1596.2,2022-08-29,2023-08-29,1053.93,Lapsed
POL-46112,Motor,West,1495547.8,2840.09,2022-03-26,2023-03-26,661.39,Active
POL-46113,Motor,West,704194.85,2149.67,2022-08-17,2023-08-17,1348.7,Active
POL-46114,Property,West,8759913.06,827.65,2022-02-22,2023-02-22,120.18,Active
POL-46115,Motor,Central,948629.17,1566.84,2022-06-10,2023-06-10,691.13,Cancelled
POL-46116,Property,South,17763854.02,2132.58,2023-01-12,2024-01-12,2068.31,Active
POL-46117,Motor,North,1302851.31,1770.39,2022-08-25,2023-08-25,1149.54,Lapsed
POL-46118,Property,West,5318999.02,2591.71,2022-10-08,2023-10-08,1995.26,Lapsed
POL-46119,Property,West,12026685.97,2318.38,2022-12-01,2023-12-01,2127.83,Active
POL-46120,Property,South,2610144.63,1862.0,2023-05-01,2024-04-30,1249.83,Active
POL-46121,Motor,North,1145706.5,2373.04,2022-09-06,2023-09-06,1618.87,Lapsed
POL-46122,Property,South,3418472.51,2267.18,2022-10-05,2023-10-05,1726.78,Active
POL-46123,Property,North,4773687.84,1400.1,2022-03-06,2023-03-06,249.33,Active
POL-46124,Liability,North,3506272.7,895.6,2022-01-27,2023-01-27,66.25,Active
POL-46125,Motor,Central,241419.28,2946.76,2023-02-22,2024-02-22,2526.95,Active
POL-46126,Property,East,9791403.28,1391.23,2023-02-12,2024-02-12,1231.14,Active
POL-46127,Property,East,3798328.67,1760.42,2023-03-29,2024-03-28,1340.81,Active
POL-46128,Liability,North,2925994.35,1233.23,2022-08-14,2023-08-14,763.59,Active
POL-46129,Motor,Central,1012759.16,1200.71,2022-10-21,2023-10-21,967.15,Active
POL-46130,Motor,South,772734.78,2356.65,2023-06-06,2024-06-05,1349.42,Active
POL-46131,Liability,East,2218768.6,2151.41,2022-02-11,2023-02-11,247.56,Active
POL-46132,Motor,North,677555.81,3499.79,2022-06-21,2023-06-21,1649.21,Active
POL-46133,Property,East,13012874.83,2907.29,2022-06-01,2023-06-01,1210.71,Active
POL-46134,Motor,North,416731.82,1184.55,2023-04-12,2024-04-11,856.77,Lapsed
POL-46135,Liability,East,4317893.28,3318.19,2022-09-19,2023-09-19,2381.82,Active
POL-46136,Motor,Central,1069147.65,3672.16,2022-02-26,2023-02-26,573.46,Active
POL-46137,Motor,North,390866.6,3342.45,2022-03-03,2023-03-03,567.76,Active
POL-46138,Property,South,14495121.1,1676.8,2022-01-08,2023-01-08,36.75,Lapsed
POL-46139,Motor,South,1334234.77,842.69,2023-05-22,2024-05-21,517.16,Active
POL-46140,Motor,North,1479943.65,1621.56,2022-12-22,2023-12-22,1581.57,Lapsed
POL-46141,Property,South,2420803.58,1905.26,2022-05-27,2023-05-27,767.32,Active
POL-46142,Motor,Central,497335.33,1989.32,2022-06-05,2023-06-05,850.23,Lapsed
POL-46143,Motor,East,1094069.42,741.18,2022-12-13,2023-12-13,704.63,Active
POL-46144,Motor,West,457099.97,3776.01,2022-02-16,2023-02-16,486.23,Active
POL-46145,Motor,Central,1131934.18,1182.3,2022-01-13,2023-01-13,42.11,Active
POL-46146,Liability,North,959765.46,3425.48,2022-09-09,2023-09-09,2364.99,Cancelled
POL-46147,Property,South,6388664.35,4138.15,2022-12-14,2023-12-14,3945.42,Active
POL-46148,Liability,North,4854254.7,2636.68,2022-04-09,2023-04-09,715.15,Active
POL-46149,Property,North,10144909.14,3501.62,2023-04-09,2024-04-08,2561.46,Active
POL-46150,Liability,South,2286206.39,2063.02,2022-08-13,2023-08-13,1271.72,Active
POL-46151,Motor,West,1382038.34,1606.82,2022-01-10,2023-01-10,44.02,Active
POL-46152,Property,East,5690574.91,1811.16,2022-09-14,2023-09-14,1275.26,Active
POL-46153,Liability,North,731856.09,1329.44,2023-04-29,2024-04-28,899.65,Active
POL-46154,Property,North,6751968.0,1528.31,2023-06-09,2024-06-08,862.55,Lapsed
POL-46155,Liability,East,4954268.54,1216.11,2023-01-23,2024-01-23,1142.81,Active
POL-46156,Liability,North,2443499.23,2186.27,2022-09-20,2023-09-20,1575.31,Active
POL-46157,Motor,North,844923.22,1245.3,2022-04-02,2023-04-02,313.88,Active
POL-46158,Motor,North,1115717.87,1435.8,2023-01-20,2024-01-20,1361.06,Active
POL-46159,Motor,East,926651.86,828.5,2022-07-04,2023-07-04,419.93,Active
POL-46160,Liability,North,3863127.4,2674.24,2022-08-14,2023-08-14,1655.83,Lapsed
POL-46161,Liability,South,2403587.46,459.61,2022-03-15,2023-03-15,93.18,Active
POL-46162,Motor,South,1417321.49,3103.94,2022-01-16,2023-01-16,136.06,Active
POL-46163,Motor,Central,647996.91,482.89,2022-09-27,2023-09-27,357.21,Active
POL-46164,Motor,West,341300.73,566.06,2022-05-02,2023-05-02,189.2,Active
POL-46165,Motor,South,971324.27,790.96,2022-06-07,2023-06-07,342.39,Active
POL-46166,Motor,West,319559.1,3932.26,2022-06-21,2023-06-21,1853.01,Active
POL-46167,Liability,West,2579940.43,3066.88,2023-06-26,2024-06-25,1588.06,Active
POL-46168,Motor,West,1094442.97,1866.59,2022-11-10,2023-11-10,1605.78,Active
POL-46169,Property,East,15847347.54,5537.9,2022-07-24,2023-07-24,3110.33,Active
POL-46170,Property,East,17683081.52,3397.05,2023-06-07,2024-06-06,1935.85,Active
POL-46171,Property,West,1399779.74,1769.55,2023-01-08,2024-01-08,1735.61,Active
POL-46172,Motor,North,745113.95,1885.4,2022-04-08,2023-04-08,506.22,Active
POL-46173,Motor,East,1110890.66,1771.09,2022-02-17,2023-02-17,232.91,Active
POL-46174,Motor,Central,572319.77,1862.1,2022-08-02,2023-08-02,1091.75,Active
POL-46175,Motor,Central,581681.26,3287.03,2023-05-14,2024-05-13,2089.29,Active
POL-46176,Motor,East,394561.37,2379.57,2022-06-10,2023-06-10,1049.62,Active
POL-46177,Motor,West,204241.0,3028.49,2022-11-16,2023-11-16,2655.11,Lapsed
POL-46178,Property,North,13681446.91,2086.04,2022-11-17,2023-11-17,1834.57,Active
POL-46179,Motor,Central,578683.71,1456.51,2022-07-04,2023-07-04,738.23,Active
POL-46180,Property,East,15351408.38,3578.68,2022-11-29,2023-11-29,3264.93,Active
POL-46181,Motor,West,490457.73,1713.48,2023-01-26,2024-01-26,1596.12,Active
POL-46182,Motor,East,1301849.55,2074.68,2022-07-01,2023-07-01,1034.5,Active
POL-46183,Motor,West,1352304.02,3746.81,2023-03-29,2024-03-28,2853.74,Active
POL-46184,Motor,South,1375162.78,1756.57,2023-06-04,2024-06-03,1015.44,Active
POL-46185,Motor,North,1216519.48,2569.92,2022-08-20,2023-08-20,1633.48,Active
POL-46186,Property,East,1998860.6,1588.33,2022-08-26,2023-08-26,1035.68,Active
POL-46187,Motor,Central,600378.67,1413.64,2022-06-24,2023-06-24,677.77,Active
POL-46188,Motor,North,911757.13,2015.49,2022-05-07,2023-05-07,701.28,Active
POL-46189,Motor,South,1002645.49,1927.86,2023-05-05,2024-05-04,1272.92,Active
POL-46190,Motor,North,860303.73,4832.29,2022-02-09,2023-02-09,529.57,Active
POL-46191,Property,West,19016773.03,2151.0,2022-11-10,2023-11-10,1850.45,Active
POL-46192,Property,South,8345578.13,967.29,2022-05-10,2023-05-10,344.51,Active
POL-46193,Property,Central,9147232.63,1202.83,2022-03-15,2023-03-15,243.86,Active
POL-46194,Property,North,13429862.77,3713.98,2023-02-09,2024-02-09,3317.14,Active
POL-46195,Motor,East,697418.1,2680.8,2022-02-09,2023-02-09,293.79,Active
POL-46196,Motor,Central,513748.04,948.14,2023-04-18,2024-04-17,670.19,Active
POL-46197,Motor,North,771759.38,2758.27,2023-04-21,2024-04-20,1927.01,Lapsed
POL-46198,Property,North,18913063.2,2630.79,2022-07-08,2023-07-08,1362.24,Active
POL-46199,Property,West,16454190.17,11999.03,2023-04-30,2024-04-29,8087.02,Lapsed
POL-46200,Property,North,15339846.06,3058.33,2022-09-10,2023-09-10,2119.89,Active
POL-46201,Property,South,18178266.07,1660.43,2023-01-01,2024-01-01,1660.43,Active
POL-46202,Property,South,14390848.47,1090.02,2022-07-05,2023-07-05,555.46,Active
POL-46203,Property,East,13375318.61,1218.58,2023-02-09,2024-02-09,1088.37,Active
POL-46204,Liability,North,4634879.9,2967.25,2023-04-29,2024-04-28,2007.98,Active
POL-46205,Motor,Central,985798.3,1592.01,2022-10-26,2023-10-26,1304.14,Active
POL-46206,Motor,North,1069495.74,3183.47,2022-03-13,2023-03-13,627.97,Active
POL-46207,Motor,Central,648779.38,1185.36,2022-09-25,2023-09-25,870.35,Active
POL-46208,Motor,West,245112.65,1882.05,2022-12-02,2023-12-02,1732.52,Active
POL-46209,Motor,Central,463021.0,894.49,2022-08-28,2023-08-28,588.16,Active
POL-46210,Property,West,16184930.44,2507.27,2022-03-05,2023-03-05,439.63,Active
POL-46211,Motor,Central,682286.32,3405.47,2023-02-03,2024-02-03,3097.58,Active
POL-46212,Motor,West,1202169.2,5118.96,2022-03-03,2023-03-03,869.52,Active
POL-46213,Motor,East,1053771.03,2907.34,2022-04-27,2023-04-27,931.94,Lapsed
POL-46214,Motor,Central,911222.77,888.28,2022-03-05,2023-03-05,155.75,Active
POL-46215,Property,Central,3311824.52,6177.58,2023-01-29,2024-01-29,5703.68,Active
POL-46216,Motor,Central,1085335.11,2044.74,2022-06-02,2023-06-02,857.11,Active
POL-46217,Motor,West,367156.27,921.0,2022-11-27,2023-11-27,835.21,Active
POL-46218,Motor,Central,1150148.17,2277.03,2022-12-19,2023-12-19,2202.17,Active
POL-46219,Liability,East,3442718.7,1748.4,2023-05-22,2024-05-21,1072.99,Active
POL-46220,Motor,North,515714.88,1368.36,2022-09-15,2023-09-15,967.22,Active
POL-46221,Motor,North,1378616.65,1606.55,2022-06-06,2023-06-06,691.04,Active
POL-46222,Motor,West,1087670.01,1215.64,2022-10-10,2023-10-10,942.53,Active
POL-46223,Motor,South,523860.57,4143.92,2022-01-07,2023-01-07,79.47,Active
POL-46224,Property,North,8064878.3,1174.11,2023-02-01,2024-02-01,1074.39,Active
POL-46225,Motor,North,1267700.99,2871.51,2022-02-11,2023-02-11,330.42,Active
POL-46226,Motor,North,1417026.69,3044.28,2023-05-04,2024-05-03,2018.4,Active
POL-46227,Liability,West,2911211.09,1858.64,2022-09-26,2023-09-26,1369.79,Lapsed
POL-46228,Motor,North,1313194.54,765.17,2022-03-04,2023-03-04,132.07,Active
POL-46229,Motor,West,975201.63,968.67,2023-02-14,2024-02-14,851.9,Active
POL-46230,Liability,North,1481625.22,1133.57,2022-12-27,2023-12-27,1121.15,Active
POL-46231,Motor,North,303055.11,727.07,2023-01-28,2024-01-28,673.28,Active
POL-46232,Motor,Central,505851.65,295.59,2022-10-22,2023-10-22,238.9,Active
POL-46233,Motor,Central,1339276.95,2229.97,2023-03-31,2024-03-30,1686.22,Active
POL-46234,Liability,East,3965200.31,3972.03,2022-04-15,2023-04-15,1142.64,Active
POL-46235,Liability,South,2364949.6,1460.52,2022-04-21,2023-04-21,444.16,Active
POL-46236,Motor,North,270735.04,514.19,2023-01-28,2024-01-28,476.15,Active
POL-46237,Property,South,4949731.65,1214.88,2023-03-17,2024-03-16,965.25,Active
POL-46238,Motor,West,763777.08,2426.99,2022-12-08,2023-12-08,2274.06,Cancelled
POL-46239,Motor,East,456302.33,2899.71,2022-10-20,2023-10-20,2327.71,Active
POL-46240,Liability,West,4230354.58,1362.28,2023-05-07,2024-05-06,892.01,Active
POL-46241,Motor,West,1475002.01,1377.88,2022-12-24,2023-12-24,1351.45,Active
POL-46242,Motor,Central,555126.06,1489.34,2023-03-15,2024-03-14,1191.47,Active
POL-46243,Motor,West,1195458.44,1522.7,2022-10-01,2023-10-01,1143.07,Active
POL-46244,Liability,North,1216661.6,2055.42,2023-05-13,2024-05-12,1312.09,Active
POL-46245,Property,South,14593266.24,1109.63,2022-01-15,2023-01-15,45.6,Active
POL-46246,Property,South,18859421.64,1533.85,2022-11-02,2023-11-02,1285.91,Lapsed
POL-46247,Property,South,18669072.61,1406.43,2023-03-15,2024-03-14,1125.15,Active
POL-46248,Property,North,5867187.2,2566.46,2022-09-01,2023-09-01,1715.66,Active
POL-46249,Liability,West,1753995.66,1887.76,2022-04-26,2023-04-26,599.95,Active
POL-46250,Property,South,16925485.27,2547.16,2022-08-27,2023-08-27,1667.87,Active
POL-46251,Motor,East,800201.65,2233.17,2022-04-09,2023-04-09,605.71,Lapsed
POL-46252,Liability,Central,671936.39,3002.23,2023-03-22,2024-03-21,2344.2,Active
POL-46253,Motor,South,300380.76,1182.23,2022-07-30,2023-07-30,683.43,Active
POL-46254,Motor,West,211512.22,1157.89,2022-02-22,2023-02-22,168.13,Active
POL-46255,Liability,East,2823558.87,726.69,2023-01-16,2024-01-16,696.83,Lapsed
POL-46256,Liability,Central,609831.8,1205.25,2023-06-17,2024-06-16,653.81,Active
POL-46257,Motor,Central,348394.37,2797.61,2022-06-30,2023-06-30,1387.31,Active
POL-46258,Motor,Central,1114713.51,2617.83,2023-01-03,2024-01-03,2603.48,Active
POL-46259,Property,South,10628045.3,1764.34,2022-09-21,2023-09-21,1276.12,Active
POL-46260,Motor,Central,549682.72,1220.66,2022-08-02,2023-08-02,715.68,Active
POL-46261,Motor,Central,878946.01,1076.62,2022-07-24,2023-07-24,604.67,Active
POL-46262,Motor,East,723867.67,4707.66,2022-01-04,2023-01-04,51.59,Active
POL-46263,Motor,East,468912.41,1907.9,2022-06-25,2023-06-25,919.97,Cancelled
POL-46264,Motor,North,1459374.44,417.21,2022-06-12,2023-06-12,186.31,Active
POL-46265,Motor,Central,942511.03,932.78,2023-05-02,2024-05-01,623.56,Lapsed
POL-46266,Property,South,6588240.75,1387.97,2023-06-22,2024-06-21,733.91,Active
POL-46267,Motor,East,1118971.97,1210.25,2022-03-09,2023-03-09,225.47,Active
POL-46268,Motor,West,802647.97,1440.05,2022-01-18,2023-01-18,71.02,Active
POL-46269,Motor,West,1058044.36,2727.97,2022-03-06,2023-03-06,485.8,Lapsed
POL-46270,Motor,West,597524.0,3517.75,2023-03-14,2024-03-13,2823.83,Active
POL-46271,Liability,West,4536421.7,1857.37,2023-01-01,2024-01-01,1857.37,Active
POL-46272,Motor,South,1052669.24,3843.61,2022-09-20,2023-09-20,2769.5,Lapsed
POL-46273,Property,Central,8246490.25,1972.69,2022-06-15,2023-06-15,897.17,Active
POL-46274,Motor,South,788669.49,1485.7,2022-05-25,2023-05-25,590.21,Active
POL-46275,Liability,Central,4769853.99,3002.02,2022-04-05,2023-04-05,781.35,Active
POL-46276,Motor,South,838642.22,1324.67,2023-05-06,2024-05-05,871.01,Active
POL-46277,Liability,South,3797849.57,506.45,2022-11-08,2023-11-08,432.91,Active
POL-46278,Motor,South,399505.85,3092.34,2022-04-05,2023-04-05,804.85,Active
POL-46279,Property,West,3573940.58,2958.61,2023-04-01,2024-03-31,2229.09,Active
POL-46280,Motor,West,1073497.67,6092.01,2022-12-25,2023-12-25,5991.87,Active
POL-46281,Motor,South,977421.18,2543.25,2022-08-23,2023-08-23,1637.43,Active
POL-46282,Motor,South,370606.73,1438.02,2023-01-23,2024-01-23,1351.35,Active
POL-46283,Property,West,2623530.28,1465.34,2022-10-24,2023-10-24,1192.34,Active
POL-46284,Motor,North,1378990.73,2247.46,2023-06-11,2024-06-10,1256.11,Lapsed
POL-46285,Property,Central,5949045.57,1503.97,2022-05-24,2023-05-24,593.35,Active
POL-46286,Motor,Central,1000524.28,5184.85,2023-04-10,2024-04-09,3778.55,Active
POL-46287,Motor,North,367629.02,1038.32,2022-10-29,2023-10-29,859.1,Active
POL-46288,Property,West,7763417.94,1098.96,2022-08-31,2023-08-31,731.63,Active
POL-46289,Motor,North,628686.88,1987.12,2022-02-25,2023-02-25,304.87,Active
POL-46290,Motor,South,791241.93,986.89,2022-02-26,2023-02-26,154.12,Active
POL-46291,Liability,South,4477992.08,1592.13,2022-03-28,2023-03-28,379.49,Active
POL-46292,Motor,West,1288637.69,3367.07,2023-06-08,2024-06-07,1909.55,Active
POL-46293,Property,North,8329112.27,1327.75,2022-10-21,2023-10-21,1069.48,Active
